Air_temp,age,sex,thermalsensation,thermalsensationacceptability,thermalpreference,thermalcomfort,clo,met,relativehumidity,airvelocity,BMI,outdoormonthlyairtemperature
25.9,25,Male,-1,1,no change,5,0.64,1.1,72.6,0.06,21.40289781,38.1
25.9,25,Male,0,0,no change,5,0.58,1.1,72.2,0.12,18.59113034,38.1
26,25,Female,0,1,no change,5,0.62,1.1,71.7,0.07,23.38120433,38.1
25.8,25,Male,0,1,no change,5,0.64,1.1,73,0.06,20.65754,38.1
25.8,25,Female,-1,1,no change,6,0.57,1.2,72.4,0.08,23.84620154,38.1
25.9,25,Male,1,1,no change,4,0.63,1.1,71.9,0.09,22.41990936,38.1
26.1,35,Male,-1,1,no change,5,0.73,1.1,71.5,0.07,25.71166208,38.1
26.1,25,Female,0,1,warmer,3,0.57,1.4,71.2,0.1,20.96245906,38.1
25.9,35,Male,0,1,no change,6,0.63,1.4,73.8,0.29,31.000062,38.1
25.6,35,Male,0,1,no change,5,0.63,1.1,74.8,0.05,22.77897657,38.1
27.4,35,Male,0,1,no change,6,0.6,1.3,69.3,0.12,27.70083102,38.1
26.4,25,Female,-1,1,no change,5,0.66,1.3,70.9,0.15,19.14672216,38.1
26.8,25,Male,0,1,no change,5,0.62,1.1,70.1,0.14,26.88780888,38.1
27.7,35,Female,-1,1,no change,5,0.57,1.1,67.8,0.11,21.09619051,38.1
27,25,Male,1,1,no change,6,0.62,1.1,67.5,0.16,29.89321248,38.1
26.8,25,Female,-1,1,no change,6,0.64,1.1,67.4,0.35,22.38893367,38.1
26.6,35,Male,1,0,warmer,4,0.73,1.6,67.5,0.04,25.68052473,38.1
25.9,35,Male,0,1,no change,5,0.55,1.8,69.1,0.05,27.13141179,38.1
25.7,25,Male,-1,1,cooler,4,0.64,1.4,70.1,0.07,25.01352082,38.1
24.8,45,Male,1,0,warmer,4,0.58,1.4,71.7,0.08,24.5851167,38.1
27.5,25,Female,0,1,no change,5,0.67,1.4,63.1,0.1,26.03749399,38.1
27.8,25,Male,-1,1,warmer,5,0.64,1.1,61.9,0.25,26.2345679,38.1
27.9,25,Female,1,0,warmer,3,0.62,1.3,61.4,0.15,21.875,38.1
27.5,25,Male,-1,1,no change,6,0.64,1,63,0.05,19.11129783,38.1
28,45,Female,0,1,no change,4,0.53,1.5,63.5,0.15,25.71166208,38.1
26.7,25,Male,0,0,warmer,4,0.68,1.4,64.4,0.01,24.50977008,38.1
26.8,25,Male,0,1,no change,6,0.79,1.4,64.9,0.06,23.45679012,38.1
26.7,25,Male,0,1,no change,6,0.74,1.4,65.5,0.02,21.2962963,38.1
26.2,25,Female,1,1,no change,6,0.63,2.1,66.1,0.06,22.50561703,38.1
26.2,25,Female,0,1,no change,6,0.63,1.3,66,0.09,23.4375,38.1
25.8,25,Female,1,1,no change,6,0.63,1.8,68.7,0.02,27.88761707,38.1
26,25,Female,0,1,no change,6,0.63,1.1,68.9,0.05,29.25403319,38.1
26,25,Female,0,1,no change,5,0.63,1.6,66.6,0.14,24.1671624,38.1
25.7,25,Female,0,1,no change,6,0.63,1.1,67.6,0.07,17.96875,38.1
25.5,25,Male,0,1,warmer,6,0.74,1.1,68.1,0.07,22.67573696,38.1
27.3,55,Male,0,0,warmer,4,0.67,1.1,70.9,0.38,20.92524873,30.8
27.6,45,Male,0,1,no change,4,0.52,1.1,69.3,0.44,22.65625,30.8
27.4,45,Female,0,1,no change,5,0.78,1.3,70.5,0.61,20.42455849,30.8
27.2,25,Female,0,1,no change,6,0.59,1.3,70.8,0.6,23.49610677,30.8
27.7,55,Male,0,1,no change,4,0.61,1.4,67.8,0.26,25.93882739,30.8
27.4,55,Male,0,1,no change,5,0.46,1.3,69.7,0.22,22.98539751,30.8
27.3,55,Female,0,1,no change,5,0.78,1.3,71,0.54,28.36744235,30.8
27.3,35,Female,0,0,cooler,4,0.53,1.1,70.2,0.26,27.77226741,30.8
27.1,55,Female,1,0,warmer,5,0.63,1.1,70.6,0.5,24.18745276,30.8
27.3,35,Male,-1,0,cooler,5,0.67,1.1,70.1,0.42,34.02777778,30.8
27.3,25,Female,-1,1,no change,5,0.63,1.1,69.5,0.36,27.34375,30.8
27.3,45,Female,1,0,warmer,4,0.48,1.3,69.4,0.52,23.68060292,30.8
27.4,25,Female,0,1,no change,5,0.57,1.1,68.6,0.47,20.29209221,30.8
28.1,55,Male,0,1,no change,5,0.46,1.1,66.5,0.31,21.97133586,30.8
27.9,35,Male,1,1,no change,5,0.67,1.1,68.2,0.53,16.44126686,30.8
27.4,55,Male,0,1,no change,6,0.52,1.1,69.3,0.39,19.58008897,30.8
27.5,45,Female,1,0,warmer,4,0.78,1.3,69.1,0.2,31.0150703,30.8
27.4,45,Male,0,1,no change,5,0.67,1.3,66.5,0.4,22.14833292,30.8
27.5,65,Male,0,0,warmer,5,0.67,1.1,69.5,0.23,28.21869489,30.8
28.9,55,Male,1,1,no change,5,0.61,1.1,64.6,0.65,23.32341806,30.8
27.8,55,Male,0,1,no change,2,0.61,1.1,67.2,0.4,27.18089991,30.8
26.6,45,Male,0,1,no change,6,0.61,1.2,73.2,1.09,25.40281608,30.8
27.7,45,Female,0,1,no change,4,0.78,1.3,68.8,0.59,27.91551882,30.8
28.2,55,Male,0,1,no change,5,0.61,1.1,68.5,0.4,17.93592749,30.8
28.7,45,Female,0,0,warmer,5,0.57,1.1,65.5,0.3,25.34158183,30.8
28.6,55,Male,-1,1,no change,4,0.7,1.1,63.4,0.2,29.17488494,30.8
28.1,45,Female,-1,1,no change,5,0.78,1.3,65.8,0.35,20.92524873,30.8
27.8,25,Male,-1,1,no change,3,0.69,1.4,66.1,0.8,21.63331531,30.8
27.8,55,Male,-1,1,no change,6,0.61,1.3,65.2,0.32,32.75214883,30.8
27.7,45,Male,0,1,no change,5,0.67,1.1,65.3,0.75,19.92861129,30.8
27.9,45,Female,0,1,no change,6,0.78,1.9,65.7,0.28,34.53068024,30.8
27.5,25,Female,0,1,no change,6,0.71,1.1,70.7,0.56,23.7953599,30.8
28.7,25,Female,-1,1,no change,6,0.71,1.1,70.3,0.24,19.8791026,30.8
27.8,45,Male,0,1,no change,6,0.62,1.3,69.4,0.3,25.35154137,30.8
27.7,25,Male,1,1,warmer,6,0.81,1.1,69.8,0.14,21.40289781,30.8
27.8,45,Female,-1,1,cooler,6,0.87,1.1,70.1,0.41,24.38652644,30.8
28,45,Female,0,1,no change,3,0.87,1.1,69.7,0.24,24.59057697,30.8
27.9,45,Female,-1,1,no change,6,0.87,1.3,69.8,0.52,27.54820937,30.8
28,55,Female,-1,1,no change,6,0.87,1.3,68.5,0.29,31.25780143,30.8
27.5,45,Female,-1,1,no change,4,0.96,1.1,70.1,0.25,25.79994961,30.8
27.4,25,Male,-1,1,no change,6,0.86,1.1,71.3,0.38,23.84620154,30.8
27.2,25,Female,-1,1,no change,6,0.71,1.1,71.3,0.39,22.265625,30.8
27.3,45,Female,-1,1,cooler,5,0.87,1.3,71.5,0.36,32.72228767,30.8
27.3,45,Female,-1,1,no change,6,0.87,1.3,72.2,0.47,26.171875,30.8
27.2,25,Male,0,1,no change,6,0.79,1.4,71.1,0.58,23.38120433,30.8
27.2,35,Female,1,0,warmer,1,0.71,1.1,71.4,0.66,29.02494331,30.8
27.2,25,Female,0,1,warmer,3,0.71,1.1,70.5,0.66,23.4375,30.8
27.2,55,Male,0,1,no change,6,0.75,1.1,68.3,0.6,27.61097722,30.8
27.2,55,Male,-1,1,cooler,6,0.79,1.3,70.3,0.36,22.72043837,30.8
27.2,45,Female,-1,1,no change,4,0.72,1.3,70.9,0.49,26.5625,30.8
27.3,45,Female,-1,1,no change,4,0.72,1.2,70.6,0.38,20.80279105,30.8
27.2,55,Female,1,1,warmer,6,0.72,1.2,70.3,0.32,25.80967485,30.8
27.3,45,Female,-1,1,no change,6,0.63,1.3,70.2,0.32,25.81218255,30.8
27.7,55,Male,0,1,warmer,4,0.9,1.3,69.9,0.57,23.45041901,30.8
27.6,55,Male,-1,1,no change,3,0.84,1.1,69.9,0.44,23.30668005,30.8
27.4,25,Female,-1,1,warmer,6,0.56,1.1,70.6,0.18,22.31327843,30.8
27.9,25,Male,-1,1,warmer,3,0.77,1.1,68.8,0.14,14.52737603,30.8
28.1,25,Female,-1,1,no change,5,0.71,1.1,68.9,0.14,22.22222222,30.8
28,35,Female,-1,1,cooler,4,0.71,1.1,68.7,0.15,17.24263804,30.8
28.2,25,Male,-1,1,no change,5,0.81,1.1,68.5,0.28,22.72043837,30.8
28.6,55,Female,-1,1,no change,6,0.96,1.4,67.3,0.47,20.42455849,30.8
28.5,55,Female,1,1,warmer,6,0.72,1.1,67.3,0.26,21.09375,30.8
28.6,55,Male,-1,1,no change,4,0.71,1.4,66.4,0.46,22.1718317,30.8
28.6,35,Male,-1,1,no change,5,0.86,1.1,66.4,0.17,26.83518006,30.8
28.6,65,Male,0,1,no change,6,0.77,1.2,66,0.28,24.16456205,30.8
28.6,25,Female,-1,1,no change,6,0.55,1.3,66,0.09,19.75308642,30.8
28.6,35,Male,-1,1,no change,6,0.62,1.2,66.2,0.2,27.41244646,30.8
28.4,45,Female,2,0,warmer,4,0.71,1.3,64.3,0.28,20.96245906,30.8
28.4,25,Female,0,1,no change,6,0.77,1.3,65.6,0.27,20.80279105,30.8
28.4,45,Male,0,1,no change,6,0.9,1.2,66.1,0.34,23.87511478,30.8
28.4,35,Male,1,1,warmer,4,0.71,1.3,65.5,0.24,24.92011324,30.8
28,65,Male,-2,1,no change,6,0.61,1.6,70.6,0.38,22.58270917,30.8
28,55,Male,0,1,no change,5,0.6,1.1,70.7,0.41,26.92622628,30.8
28,55,Female,-1,1,no change,6,0.72,1.1,70.3,0.62,21.95837725,30.8
28,25,Female,-2,1,no change,5,0.63,1.1,69.9,0.51,20.42455849,30.8
27.9,35,Female,-1,1,no change,2,0.71,1.3,71.3,0.48,22.01187834,30.8
28.1,25,Female,2,0,warmer,4,0.53,1.3,69.7,0.25,21.79358524,30.8
28.1,25,Female,-2,0,cooler,6,0.63,1.4,70,0.24,24.08269279,30.8
27.9,25,Female,0,1,no change,4,0.71,1.1,69.7,0.13,22.03310192,30.8
27.9,25,Male,0,0,cooler,6,0.55,1.3,70.3,0.35,25.14644451,30.8
28.2,35,Female,-1,0,cooler,3,0.38,1.6,69.8,0.31,22.48132907,30.8
28.3,25,Female,0,1,no change,6,0.57,1.1,69.3,0.58,19.37503875,30.8
28.3,55,Male,-1,1,no change,6,0.51,1.1,69.1,0.5,23.47001488,30.8
28.4,45,Male,1,1,no change,6,0.61,1.1,69.2,0.43,22.69395388,30.8
28.3,45,Male,0,1,no change,6,0.46,1.4,69,0.88,22.79944302,30.8
28.2,45,Female,-1,1,no change,5,0.72,1.1,68.7,0.49,20.96245906,30.8
28.2,35,Female,0,1,warmer,4,0.92,1.4,68.7,0.37,26.47627952,30.8
28.3,35,Male,0,1,no change,6,0.67,1.2,67,0.56,24.99370118,30.8
28.2,55,Female,1,0,warmer,3,0.63,1.1,67.5,0.75,25.390625,30.8
27.6,65,Male,1,1,no change,4,0.46,1.1,70.5,0.49,25.68052473,30.8
28.3,55,Male,2,0,warmer,5,0.67,1.1,68.5,0.74,26.92622628,30.8
28.5,55,Male,0,1,no change,4,0.72,1.1,68.1,0.37,22.65625,30.8
28.3,25,Female,-1,0,cooler,4,0.42,1.3,67.7,0.68,15.40831484,30.8
28.3,25,Male,0,1,no change,6,0.52,1.1,68,0.3,23.47414599,30.8
28.1,55,Male,0,1,no change,5,0.67,1.1,64.3,0.42,16.40625,30.8
28.6,25,Male,-2,0,cooler,3,0.76,1.1,69.6,1.04,20.17755515,30.8
28.7,55,Male,0,1,no change,5,0.67,1.1,67.1,0.51,23.91883029,30.8
28.7,25,Female,-1,1,no change,2,0.63,1.4,67.1,0.39,17.2879069,30.8
28.7,35,Female,-2,1,no change,5,0.57,1.1,66.8,0.47,20.0220657,30.8
28.6,25,Female,-2,1,no change,1,0.57,1.1,66.4,0.88,21.36752137,30.8
28.9,25,Male,-1,1,no change,6,0.67,1.4,65.6,0.25,25.63211647,30.8
28.6,25,Female,1,1,no change,3,0.66,1.1,66.2,0.5,17.60950267,30.8
26.8,45,Female,1,0,cooler,5,0.87,1.1,71.3,0.3,30.2601375,30.8
28.2,55,Male,2,0,warmer,5,0.67,1.4,67.3,0.35,24.5851167,30.8
27.5,25,Male,0,1,no change,6,0.74,1.3,59.8,0.28,25.89060219,30.8
24.9,25,Male,-2,0,cooler,5,0.7,1.3,67.7,0.23,18.98644161,30.8
24.7,25,Male,0,1,no change,6,0.7,1.2,69,0.15,22.64737696,30.8
24.7,25,Male,0,1,no change,5,0.7,1.1,69.1,0.19,22.79944302,30.8
24.7,25,Male,0,1,no change,5,0.74,1.3,68.8,0.12,30.42184965,30.8
26.2,25,Male,0,1,no change,5,0.7,1.1,64.1,0.51,24.81115858,30.8
25,25,Female,0,1,no change,6,0.57,1.3,67.9,0.09,21.64412071,30.8
24.7,35,Male,0,1,no change,6,0.7,1.3,69.3,0.14,22.78410353,30.8
25.2,25,Female,0,1,no change,6,0.63,1.4,66.8,0.21,22.65625,30.8
25,25,Female,0,1,no change,6,0.57,1.1,67.1,0.23,20.54441979,30.8
24.9,25,Male,0,1,no change,6,0.7,1.6,70.1,0.14,25.63211647,30.8
25.6,25,Female,0,1,no change,5,0.59,1.3,67.3,0.11,16.25405674,30.8
25.8,25,Female,-2,1,no change,4,0.57,1.4,65.3,0.15,22.10028959,30.8
25.7,25,Female,0,0,warmer,5,0.7,1.6,65.8,0.12,23.14010515,30.8
25.6,25,Male,0,1,no change,6,0.74,1.3,65.9,0.1,27.75510204,30.8
26,35,Male,0,1,no change,6,0.7,1.3,64.7,0.19,20.42455849,30.8
26.2,35,Male,1,0,warmer,5,0.7,1.6,65.4,0.1,26.03311608,30.8
25.7,25,Female,-1,0,cooler,4,0.88,1.1,64.6,0.16,19.58822223,30.8
25.1,25,Female,-1,1,no change,5,0.59,1.4,67.5,0.13,17.60950267,30.8
25.5,25,Female,-1,1,no change,5,0.57,1.6,65.6,0.13,27.23274465,30.8
25.7,25,Female,0,1,no change,6,0.57,1.3,65.3,0.15,26.47627952,30.8
26,25,Female,0,1,no change,6,0.57,1.4,65,0.1,20.4217636,30.8
26.1,25,Female,0,1,no change,4,0.57,1.1,64.3,0.11,25.71981439,30.8
26.5,25,Female,0,1,no change,5,0.57,1.3,62.3,0.11,20.44444444,30.8
26.3,25,Male,0,1,no change,4,0.7,1.6,63.4,0.3,23.4793369,30.8
26.7,25,Female,0,1,no change,5,0.57,1.4,62.3,0.17,18.66666667,30.8
26.8,25,Female,-1,0,cooler,4,0.82,1.1,62,0.16,23.47414599,30.8
26.1,35,Male,1,0,warmer,5,0.71,1.1,62.9,0.12,20.92524873,30.8
24.8,25,Male,0,1,no change,5,0.7,1.3,67.3,0.14,27.23274465,30.8
24.9,25,Female,0,1,no change,4,0.57,1.1,67.6,0.22,32.29173125,30.8
25,25,Male,0,1,no change,6,0.7,1.1,67.4,0.19,21.383942,30.8
25.3,35,Male,0,1,no change,5,0.74,1.3,66.6,0.18,22.12887117,30.8
25.4,35,Male,-1,0,cooler,4,0.7,1.4,66.2,0.47,22.64737696,30.8
25.9,25,Female,-1,1,no change,4,0.57,1.3,64.6,0.09,22.95908766,30.8
25.7,35,Male,1,0,warmer,4,0.71,1.3,66.1,0.06,23.66143862,30.8
25.2,25,Male,1,1,no change,5,0.7,1.3,69,0.14,21.5102471,30.8
25.2,25,Female,-1,1,no change,5,0.57,1.3,70,0.12,18.97453196,30.8
25.4,25,Male,0,1,no change,3,0.7,1.1,70.3,0.48,44.64008928,30.8
25.2,25,Male,0,1,no change,4,0.7,1.7,70.7,0.27,21.97133586,30.8
25.1,25,Male,0,1,no change,4,0.7,1.1,71,0.12,34.60207612,30.8
25,25,Female,0,1,no change,5,0.57,1.1,71,0.49,22.7189744,30.8
25,25,Male,0,1,no change,4,0.7,1.6,71.3,0.21,23.31670573,30.8
25.1,25,Male,1,0,warmer,5,0.7,1.3,70.4,0.3,21.5102471,30.8
24.9,35,Male,0,1,no change,5,0.7,1.3,70.7,0.2,20.70081674,30.8
25,25,Male,-1,1,no change,5,0.7,1.3,70.3,0.12,23.4375,30.8
25.9,25,Male,-1,1,no change,5,0.7,1.1,69.1,0.26,16.22477738,30.8
25.5,25,Female,0,1,no change,5,0.57,1.1,68.5,0.11,23.84620154,30.8
25.5,25,Female,0,1,no change,4,0.67,1.1,68.1,0.13,21.484375,30.8
26.6,25,Male,1,0,warmer,2,0.7,1.3,63.9,0.11,16.91886543,30.8
26,25,Female,-1,1,no change,4,0.57,1.1,66,0.13,15.625,30.8
25.7,25,Male,0,1,no change,5,0.7,1.2,67.1,0.27,27.04164413,30.8
25.4,25,Female,0,1,no change,5,0.57,1.1,67,0.18,18.34323195,30.8
25.2,35,Male,0,1,no change,5,0.7,1.1,67.9,0.17,28.61544185,30.8
25,25,Male,1,1,no change,5,0.7,1.1,69,0.2,22.41990936,30.8
25.7,25,Female,1,1,no change,5,0.57,1.4,67.6,0.13,21.81030271,30.8
26.8,25,Female,0,1,no change,5,0.53,1.1,64.7,0.09,23.11111111,30.8
27.3,25,Female,-2,0,cooler,6,0.57,1.1,61.7,0.29,22.265625,30.8
27.4,35,Male,1,0,warmer,4,0.7,1.4,60.9,0.25,21.61281179,30.8
26.9,35,Male,0,1,no change,6,0.74,1.1,62,0.73,28.46944469,30.8
26,35,Male,0,1,no change,5,0.74,1.3,65,0.42,26.82742078,30.8
25.9,25,Male,0,0,warmer,5,0.7,1.1,65.8,0.17,26.70012133,30.8
26.9,25,Female,0,0,warmer,4,0.66,1.4,63.5,0.32,23.68060292,30.8
27.2,25,Male,0,1,no change,5,0.7,1.4,60.9,0.26,25.68052473,30.8
26.8,25,Female,0,1,no change,5,0.57,1.4,62.5,0.2,23.3391584,30.8
27,25,Female,1,0,warmer,4,0.57,1.1,63.1,0.11,21.71609868,30.8
27.7,25,Male,0,0,warmer,5,0.74,1.4,61,0.16,21.79930796,30.8
27.6,25,Female,1,0,warmer,4,0.57,1.1,60.7,0.08,21.71609868,30.8
26,25,Female,-1,1,no change,6,0.71,1.1,64.8,0.27,21.52782083,30.8
26,25,Male,0,1,no change,6,0.9,1.4,65.4,0.12,19.93609059,30.8
26.3,25,Female,-1,1,no change,5,0.71,1.1,69.3,0.13,20.23950076,30.8
26.3,25,Male,-1,1,no change,6,0.9,1.1,64,0.26,22.79944302,30.8
25.9,35,Male,1,0,warmer,4,0.96,1.1,64.8,0.23,22.09331387,30.8
25.8,35,Female,0,1,no change,6,0.63,1.3,65.5,0.31,24.54171575,30.8
26,25,Female,0,1,cooler,5,0.71,1.3,65.2,0.27,19.66809336,30.8
26.1,25,Male,0,1,warmer,6,0.79,1.3,64.6,0.03,25.48173044,30.8
26,25,Male,1,0,warmer,5,0.9,1.1,64.6,0.17,26.88780888,30.8
26.1,25,Male,1,1,warmer,6,0.9,1.4,65.3,0.12,23.11247226,30.8
26.3,25,Male,0,1,cooler,6,0.84,1.3,64.3,0.16,20.0220657,30.8
26.1,25,Female,1,1,warmer,5,0.71,1.1,65,0.13,20.42455849,30.8
25.8,25,Female,-2,0,cooler,6,0.71,1.1,65.9,0.19,19.75308642,30.8
25.5,25,Male,0,1,warmer,6,0.79,1.3,66.2,0.13,21.79358524,30.8
25.9,35,Male,0,1,warmer,6,1.02,1.1,66,0.12,27.76812618,30.8
26,35,Female,-1,1,no change,6,0.77,1.1,64.1,0.37,28.34040663,30.8
26.1,25,Female,-1,1,no change,6,0.71,1.1,64.9,0.16,23.55555556,30.8
26.9,25,Female,-1,1,no change,3,0.71,1.1,62.5,0.14,21.64127424,30.8
26.6,25,Female,-1,1,no change,3,0.71,1.1,62.9,0.26,24.50977008,30.8
26.7,25,Male,1,1,warmer,3,0.86,1.1,63,0.07,19.33372992,30.8
26.3,25,Male,0,1,warmer,6,0.86,1.1,62.3,0.29,22.74560762,30.8
26.3,25,Female,-1,1,no change,6,0.71,1.1,62.5,0.34,18.66201469,30.8
26,35,Male,1,0,warmer,5,0.86,1.1,64.2,0.14,19.07217557,30.8
26.1,25,Male,0,1,warmer,5,0.86,1.1,63.4,0.12,21.97735112,30.8
25.9,25,Male,-2,1,cooler,6,0.8,1,64.7,0.1,24.92011324,30.8
25.6,25,Male,-1,1,no change,5,0.9,1.3,64.6,0.19,23.67125363,30.8
25.9,35,Male,0,1,warmer,5,0.9,1.4,64.4,0.16,20.80856124,30.8
26.1,25,Male,0,1,no change,6,0.75,1.3,64,0.38,24.1516725,30.8
26.5,25,Male,0,1,no change,6,0.86,1.2,63,0.28,26.15230229,30.8
26.6,35,Female,1,1,warmer,5,0.76,1.3,62.9,0.06,21.93748875,30.8
27,25,Male,-1,1,warmer,4,0.94,1.4,61.6,0.04,22.03856749,30.8
26.9,25,Male,0,1,warmer,4,0.86,1.1,61.4,0.07,20.30263851,30.8
27.6,25,Female,0,1,warmer,5,0.65,1.1,59.9,0.11,17.92113948,30.8
27.5,25,Female,0,1,cooler,4,0.71,1.2,61.8,0.09,22.30814991,30.8
27.4,35,Male,1,0,warmer,4,0.8,1.1,61.5,0.11,36.05191476,30.8
27.3,25,Female,1,1,warmer,5,0.71,1.3,61.2,0.16,17.80008088,30.8
27.6,25,Male,0,1,no change,6,0.9,1.1,61.5,0.08,21.5102471,30.8
27.7,25,Male,0,1,no change,6,0.84,1.1,61.6,0.12,21.22000905,30.8
27.4,35,Male,0,1,warmer,3,0.9,1.1,63.5,0.09,30.40762656,30.8
27.5,25,Male,1,1,warmer,4,0.86,1.1,63.4,0.16,21.97133586,30.8
27.3,25,Male,0,1,no change,6,0.9,1.4,63.7,0.62,24.17269977,30.8
27.4,25,Male,0,1,warmer,4,0.9,1.1,63.3,0.43,22.5981405,30.8
27.2,25,Male,0,1,warmer,6,0.9,1.1,64.2,0.7,24.11150746,30.8
26.9,25,Male,0,1,warmer,6,0.9,1.1,65.4,0.31,21.05768979,30.8
27,25,Male,-1,1,no change,6,0.9,1.1,65.2,0.32,22.77555576,30.8
27,25,Male,-1,1,no change,6,0.9,1.4,65,0.62,20.51508648,30.8
27,25,Male,0,1,no change,6,0.9,1.4,64.8,0.18,21.61281179,30.8
26.6,35,Male,0,1,no change,5,0.9,1.3,65.4,0.22,19.43058811,30.8
26.1,25,Male,-2,1,warmer,6,0.9,1.3,66.7,0.24,23.42980447,30.8
26,35,Male,-2,1,no change,6,0.9,1.2,67,0.15,26.03311608,30.8
26.1,25,Male,0,1,no change,6,0.84,1.1,67.2,0.15,20.82649286,30.8
26.6,25,Male,0,1,no change,3,0.84,1.3,64.8,0.1,23.40821008,30.8
26.5,25,Male,-1,1,no change,6,0.84,1.1,65.6,0.35,24.85497811,30.8
27,25,Female,0,1,no change,5,0.71,1.1,64.1,0.12,31.25780143,30.8
27,35,Male,1,0,warmer,3,0.86,1.1,63.5,0.52,30.48315806,30.8
27.2,35,Male,-1,1,no change,6,0.9,1.3,63.2,0.15,22.77897657,30.8
27.5,35,Male,-1,1,no change,5,0.9,1.1,62.3,0.17,21.97133586,30.8
27.6,35,Male,0,1,no change,3,0.84,1.1,61.5,0.11,20.91786998,30.8
27.4,25,Female,-1,1,no change,6,0.71,1.1,61.5,0.18,26.47627952,30.8
27.3,25,Male,0,1,warmer,4,0.94,1.2,61.7,0.09,26.34411971,30.8
27,35,Male,0,1,warmer,2,0.9,1.3,62.4,0.18,25.38228817,30.8
27,25,Male,-1,1,no change,5,0.84,1.1,62.9,0.25,24.38237298,30.8
27.2,25,Male,1,1,no change,4,0.9,1.3,62.4,0.15,24.11150746,30.8
26.6,25,Female,0,1,no change,3,0.71,1.3,63.6,0.07,24.5851167,30.8
27,25,Female,0,0,warmer,5,0.71,1.1,62.3,0.09,25,30.8
26.9,25,Female,-1,1,warmer,5,0.71,1.3,61.9,0.15,23.38120433,30.8
25.4,25,Female,3,0,warmer,4,0.71,1.4,66.5,0.86,28.08899103,30.8
25,35,Female,-2,1,no change,6,0.65,1.1,68.4,0.29,26.5625,30.8
25.4,25,Male,0,0,cooler,3,0.78,1.2,67.2,0.28,26.15230229,30.8
25.7,25,Female,0,1,no change,5,0.57,1.1,65.9,0.22,21.27814907,30.8
25.8,25,Female,0,1,no change,5,0.77,1.1,65.6,0.32,24.00548697,30.8
25.7,25,Female,0,1,no change,5,0.57,1.1,65.6,0.28,30.0432623,30.8
25.7,35,Male,1,1,no change,5,0.78,1.1,66,0.22,28.78577186,30.8
25.3,25,Male,-1,1,no change,2,0.78,1.4,66.8,1.26,16.74019899,30.8
25.7,25,Male,0,1,no change,5,0.78,1.2,65.9,0.56,27.04164413,30.8
25.7,25,Male,0,1,no change,6,0.72,1.2,65.5,0.19,20.9572742,30.8
25.7,25,Male,0,1,no change,5,0.78,1.2,65.6,0.14,22.77555576,30.8
25.7,25,Female,0,1,no change,6,0.57,1.2,66.1,0.37,26.47627952,30.8
25.7,25,Female,0,1,no change,5,0.71,1.1,65.8,0.25,22.4641571,30.8
26,25,Female,0,1,no change,5,0.57,1.1,65.4,0.1,29.74419988,30.8
25.9,25,Female,-2,1,no change,5,0.57,1.1,65.1,0.04,17.24263804,30.8
25.8,25,Female,0,1,no change,6,0.57,1.1,65.5,0.22,20.71248176,30.8
25.7,25,Female,-1,1,no change,5,0.57,1.1,65.5,0.38,16.36114383,30.8
25.6,25,Female,0,1,no change,5,0.57,1.1,65.8,0.41,20.96245906,30.8
25.7,25,Female,0,1,no change,5,0.71,1.1,65.7,0.14,19.53125,30.8
25.8,25,Male,-1,1,no change,5,0.78,1.4,66.8,0.31,24.14058673,30.8
25.8,25,Male,0,1,no change,6,0.78,1.3,65.3,0.43,20.30263851,30.8
25.4,25,Male,1,0,warmer,4,0.78,1.1,66.1,0.62,20.94657576,30.8
25.6,25,Male,-1,1,no change,5,0.78,1.1,66.2,0.21,22.83737024,30.8
25.9,25,Female,0,1,no change,6,0.67,1.1,65.7,0.22,25,30.8
26,35,Male,1,0,warmer,5,0.72,1.1,64.8,0.13,24.74093729,30.8
25.6,25,Male,0,1,no change,6,0.81,1.4,65.7,0.31,28.65013774,30.8
25,25,Female,-1,1,no change,6,0.59,1.1,67.2,0.14,17.80008088,30.8
24.8,25,Female,-1,1,no change,5,0.61,1.1,68.8,0.12,21.3577956,30.8
25,25,Male,-1,1,no change,6,0.78,1.1,67.8,0.05,25.90945695,30.8
25.2,25,Female,-1,1,no change,6,0.57,1.1,67.4,0.08,22.20633069,30.8
25.4,35,Female,0,1,no change,5,0.57,1.3,66.4,0.09,22.78372993,30.8
25.2,35,Male,0,1,no change,6,0.78,1.1,66.8,0.97,27.54820937,30.8
25.2,35,Male,0,1,no change,6,0.79,1.3,67,0.63,24.20811,30.8
25.3,35,Male,1,1,no change,6,0.79,1.1,67.1,0.13,21.90758246,30.8
25.5,25,Male,-1,0,cooler,6,0.78,1.1,67.5,0.08,20.33832645,30.8
25.6,25,Female,0,1,no change,6,0.57,1.1,67.6,0.3,20.93663912,30.8
26,25,Female,0,1,no change,6,0.71,1.1,67.3,0.38,22.57495591,30.8
26.1,25,Female,-1,1,no change,6,0.57,1.1,67.4,0.48,24.18745276,30.8
26.4,25,Female,-1,1,no change,4,0.55,1.3,66.5,0.58,22.65625,30.8
26.5,25,Male,0,1,no change,5,0.78,1.3,66.1,0.54,22.4385219,30.8
27.8,25,Female,0,1,no change,5,0.57,1.3,67.2,0.84,22.60026298,30.8
28.4,25,Male,3,0,warmer,5,0.83,1.1,60.9,0.41,24.33747972,30.8
28.9,25,Male,0,1,no change,6,0.78,1.1,59,0.3,24.05693475,30.8
28.6,25,Female,0,1,no change,6,0.57,1.3,59,0.38,18.91162823,30.8
