TMP,AGE,CLO,MET,RH,AV,BMI,OTMP,SEX,TS
23.1,25,0.64,1.4,56.2,0.1,21.18102362,30.9,Male,0
23,25,0.61,1.1,44.8,0.18,25.68052473,30.8,Female,-2
29.1,55,0.67,1.7,77.8,0.49,19.58008897,29.5,Male,-0.5
25.7,25,0.58,1.1,37.3,0.1,26.68394398,18.5,Male,0
26.7,65,0.69,1.5,44.5,0.05,17.60950267,18.5,Male,0
24.2,25,0.84,1.3,45.3,0.05,26.15230229,15.5,Male,1
27.4,25,0.44,1.4,60.8,0.05,17.578125,30.8,Female,0
23.2,25,0.65,1.3,50.8,0.05,21.27814907,21.3,Male,0
25,35,0.8,1.1,30.1,0.06,21.2585034,21.3,Male,-1
25.8,35,0.72,1,63.1,0.09,22.00699872,30.8,Female,1
25.5,25,0.79,1.3,44.9,0.12,31.14186851,29.5,Male,1
29.1,55,0.53,1.4,58.4,0.5,19.93609059,30.8,Male,0
24.9,35,0.53,1.4,46.3,0.15,23.78432855,29.5,Female,-1
22.9,45,1.06,1.2,28.2,0.08,21.18102362,21.3,Male,0
35.8,55,0.7,1.1,44.8,0.32,27.34375,30.9,Male,3
24.8,25,0.74,1.1,51.9,0.14,24.92011324,30.9,Male,0
27.8,35,0.63,1.1,31,0.05,17.33434114,18.5,Female,0
21.9,55,0.64,1.1,80,0.02,23.4375,18.5,Male,0
25.1,25,0.78,1.3,63.9,0.2,19.34996221,30.8,Female,-1
28,55,0.6,1.1,70.7,0.41,26.92622628,30.8,Male,0
22.3,45,0.7,1.1,79.5,0,24.20811,18.5,Female,0
26.8,25,0.55,1.1,62.9,0.3,19.66809336,38.1,Female,2
24.2,45,0.89,1.1,39.4,0.01,22.14833292,21.3,Male,-1
35.4,55,0.83,1.3,44.9,0.26,25.79994961,30.9,Female,1
21.6,65,1.45,1.1,32,0.02,21.484375,8.5,Male,1
24.4,25,0.81,1.1,55.5,0.1,17.39799398,30.9,Male,0
23.6,35,0.7,1.1,55.8,0.06,22.4385219,30.9,Male,0
24.4,35,0.49,1.4,44.7,0.04,18.53339567,21.3,Female,1
25.3,35,0.69,1.3,50.8,0.21,20.76124567,29.9,Male,0
24.8,25,0.78,1.4,64.9,0.21,22.0721003,30.8,Female,0
25.1,25,0.7,1.1,71,0.12,34.60207612,30.8,Male,0
20.6,45,0.55,1,86.3,0.05,23.40821008,18.5,Male,0
19.7,55,1.76,1.2,29.1,0.05,20.3125,8.5,Male,0
23.3,25,0.74,1.3,46.5,0.05,20.17755515,30.9,Male,0
23.1,25,0.83,1.1,78.5,0.03,21.484375,18.5,Female,1
16.6,25,1.18,1.1,54.4,0.04,21.875,15.5,Female,-2
23.2,45,0.79,1.1,77,0.01,22.265625,18.5,Male,0
25.1,35,0.81,1.1,51.5,0.02,21.36752137,29.9,Male,0
25.9,25,0.82,1.1,52.7,0.06,18.83272386,18.5,Male,0
35.2,55,0.59,1.1,38.7,0.44,25.20018614,29.5,Male,0
25.2,55,0.75,1.1,46.7,0.04,22.1718317,18.5,Male,0
21.6,55,0.64,1.4,80.7,0,22.0721003,18.5,Male,0
25.8,25,0.57,1.4,59.9,0.12,22.69395388,30.8,Female,0
24.9,25,0.73,1.1,77.1,0.41,14.67458556,38.1,Male,-2
26.2,35,0.64,1.1,52.7,0.12,22.09331387,29.5,Male,1
23.8,35,0.7,1.3,54.8,0.06,20.71248176,30.9,Male,0
20.5,55,1.79,1.3,36.9,0.02,20.80279105,8.5,Male,0
17,45,1.47,1.3,56.5,0.12,21.47732076,15.5,Male,-2
26.5,35,0.74,1.1,43.9,0.1,29.28725559,29.5,Male,0
26.6,25,0.78,1.1,69.1,0.03,17.578125,30.8,Female,0
27,35,0.73,1.1,47.5,0.27,24.18745276,29.9,Female,0
23.9,35,0.74,1.1,55,0.08,20.45244154,30.9,Male,-1
18.1,45,2.23,1.1,35.7,0.01,19.58008897,8.5,Male,0
27.3,35,0.79,1.1,58,0.08,24.73146027,30.9,Male,0
23,25,0.94,1.3,50.1,0.1,21.875,30.9,Female,-1
29.6,55,0.62,1.3,74.8,0.61,24.16456205,38.1,Male,1
25.2,55,0.74,1.9,48.1,0.02,18.34323195,18.5,Male,0
24.2,45,0.55,1.1,35.1,0.06,26.14733748,21.3,Male,-1
26.4,25,0.53,1.2,60,0.46,18.29602555,38.1,Female,0
24.2,25,0.74,1.3,50.7,0.03,20.11715561,30.9,Male,0
31.2,55,0.49,1.6,51.6,0.23,24.08063237,30.8,Male,0
29.3,55,0.61,1.4,77.7,0.75,22.74560762,29.5,Male,0
28.2,55,0.67,1.4,67.3,0.35,24.5851167,30.8,Male,2
27.2,55,0.79,1.3,70.3,0.36,22.72043837,30.8,Male,-1
27.4,25,0.6,1.4,46.4,0.01,21.40289781,18.5,Male,1
24.6,25,0.78,1.1,48.2,0.11,18.94683799,30.9,Female,0
27.3,25,0.64,1.3,56.9,0.16,27.39817568,38.1,Male,1
26.4,35,0.59,1,68.1,0.06,21.52782083,30.8,Female,0
36.1,65,0.61,1.1,45.1,0.2,19.52483706,30.9,Male,1
23.6,35,0.57,1.4,43.9,0.06,26.20307382,30.8,Female,-1
25.4,35,0.7,1.3,58,0.1,19.81069051,29.5,Male,-1
29.9,35,0.67,1.2,74.9,0.26,23.14010515,30.9,Male,0
24.4,45,1.08,1.2,29.2,0.04,21.93748875,21.3,Male,0
29.4,35,0.72,1.1,76.1,0.34,24.40604632,29.5,Male,0
24.4,35,0.7,1.1,31.1,0.17,29.28725559,21.3,Male,-0.5
27.9,25,0.78,1.1,45.9,0.24,20.4217636,29.9,Female,0
33.6,45,0.63,1.1,54.3,0.39,24.99370118,38.1,Female,2
25,45,0.53,2,28.3,0.06,18.51208412,21.3,Male,1
22.1,45,1.08,1.4,46.1,0.05,24.59057697,15.5,Female,1
25.3,45,0.63,1.1,46.9,0.22,27.65322305,18.5,Female,0
25.3,25,1.04,1.1,44.8,0.17,23.81935402,15.5,Male,0
25.4,35,0.62,1.2,51.4,0.33,27.76812618,29.5,Male,0
23.6,25,0.81,1.7,54.9,0.13,25.91068435,30.9,Male,0
24.2,25,0.64,1.4,54.2,0.1,24.5851167,29.9,Male,-1
23.7,35,0.7,1.7,50.7,0.06,24.50977008,30.9,Male,-1
29.4,45,0.77,1.3,77.6,1,23.14010515,38.1,Male,1
20.4,45,0.92,1.1,85.9,0.03,20.64809382,18.5,Male,-2
25.9,25,1,1.1,52,0.02,27.13141179,21.3,Male,-1
23.6,25,0.74,1.3,51.7,0.06,22.09331387,30.9,Male,0
28,55,0.57,1.1,86.8,0.27,23.2500465,29.5,Female,-1
23.3,25,0.55,1.1,46.9,0.02,20.3125,30.9,Female,0
24.8,35,0.99,1.1,43.1,0.06,24.92011324,15.5,Male,0
25.9,25,0.79,1.1,69.2,0.42,23.93898977,38.1,Male,-1
26.5,35,0.7,1.1,64.1,0.25,24.56411162,30.8,Male,0
16.6,45,2.05,1.2,24.8,0.02,17.58248031,8.5,Male,0
24.2,25,0.74,1.1,53,0.03,24.21306618,30.9,Male,0
28,35,0.65,1.3,64.6,0.34,23.4375,30.8,Male,0
23.7,35,0.7,1.3,51.2,0.06,28.49930378,30.9,Male,0
30.3,45,0.53,1.7,70,0.28,22.14290143,29.5,Male,1
24,35,0.64,1.3,54,0.14,24.08063237,29.5,Male,0
23.1,25,0.74,1.1,43.8,0.09,25.20018614,30.8,Male,1
25.6,25,0.68,1.1,62.8,0.21,22.98539751,30.8,Male,-1
26.8,45,0.54,1.1,48.8,0.01,21.45829932,18.5,Male,1
24.7,25,0.64,1.4,67.2,0.09,26.58101825,38.1,Male,0
25.3,35,0.74,1.3,66.6,0.18,22.12887117,30.8,Male,0
25.2,25,0.58,1.1,63,0.18,21.79358524,38.1,Male,0
27.3,25,0.71,1.4,47.5,0.02,23.85210838,29.9,Female,1
24.8,35,0.64,1.4,65,0.07,28.69897959,30.8,Male,0
24,35,0.73,1.1,51.8,0.01,25.61728395,30.9,Male,0
24.8,25,1.23,1.1,43,0.06,26.90389123,15.5,Male,0.5
23.6,45,0.7,1.1,54.8,0.27,24.6097337,29.5,Male,-2
35,55,0.57,1.1,50.4,0.61,32.24993701,30.9,Female,2
18.3,25,1.7,1.1,30.8,0.03,24.48979592,8.5,Male,-2
34.1,45,0.68,1.1,49.6,0.63,22.69395388,38.1,Female,3
17.5,45,1.22,1.1,60.8,0.03,24.40604632,15.5,Male,0
25,25,0.94,1.1,44.3,0.13,23.47001488,15.5,Male,0
26.1,35,0.9,1.1,46.4,0.1,26.47627952,29.9,Male,0
27.7,55,0.9,1.3,69.9,0.57,23.45041901,30.8,Male,0
23.3,45,1.52,1.3,40.2,0.04,24.16456205,21.3,Male,0
25.5,25,0.68,1.1,46.2,0.09,23.66143862,29.5,Male,0
34.4,25,0.42,1.4,49,0.79,19.37503875,38.1,Female,2
24.3,35,0.59,1.1,43.4,0.34,27.00932225,29.5,Female,0
23.1,25,1.34,1.1,23.9,0.09,24.18745276,21.3,Female,-1
22.2,55,0.64,1.1,79.4,0.12,25.63211647,18.5,Male,0
22,55,0.64,1,76.9,0.01,23.14010515,18.5,Male,0
26.1,25,0.71,1.1,65,0.13,20.42455849,30.8,Female,1
25.7,25,0.63,1.1,64.2,0.13,24.17269977,38.1,Female,-1
23.7,45,0.71,1.3,37.6,0.01,24.5851167,21.3,Male,1
19.9,45,1.81,1.4,27.1,0.09,22.77897657,8.5,Male,0
24.6,35,0.64,1.3,74.8,0.08,27.96801606,38.1,Male,-1
27.1,25,0.59,1.4,60.5,0.09,21.73363606,30.9,Female,0
26.3,25,0.71,1.1,62.5,0.34,18.66201469,30.8,Female,-1
20.6,65,1.79,1.1,35.6,0.08,24.94679546,8.5,Male,1
22,55,0.96,1.2,77.4,0.02,18.14058957,18.5,Female,0
23.1,25,0.7,1.4,47.8,0.12,32.18744897,30.8,Male,0
23.6,55,1.18,1.1,25.1,0.07,24.16456205,21.3,Male,-2
26.2,35,0.74,1.3,61.4,0.22,24.85795455,30.8,Male,0
25,35,0.74,1.1,51.8,0.11,29.84044749,29.5,Male,0
23.3,55,0.7,1.5,46.4,0.01,19.58008897,18.5,Male,0
25.4,25,0.7,1.1,70.3,0.48,44.64008928,30.8,Male,0
36.1,55,0.52,1.1,45,1.08,22.69395388,30.9,Male,2
22.5,25,0.86,1.4,46.1,0.05,25.40923061,15.5,Male,1
21.3,45,0.7,1.1,80.8,0.01,24.18745276,18.5,Female,0
34.1,55,0.46,1.3,48.5,0.89,21.12301339,38.1,Male,3
29.2,45,0.7,1.2,76.3,0.53,23.4375,29.5,Male,1
20.6,35,0.73,1.1,87.9,0.02,28.3070584,18.5,Male,0
24.4,45,1.22,1.7,22.4,0.03,17.93592749,21.3,Male,0
18.1,55,1.85,1.1,36.1,0.01,20.71248176,8.5,Male,0
19.8,45,1.69,1.4,31.6,0.02,20.17755515,8.5,Male,0
28.7,35,0.49,1.3,60.1,0.11,27.33477188,30.8,Male,1
26.2,25,0.63,1.1,62.9,0.26,22.35434007,38.1,Female,0
24.4,45,0.83,1.4,43.2,0.04,29.84044749,15.5,Male,0
25.3,25,0.74,1.9,42.5,0.06,24.72859638,30.8,Male,1
29.6,55,0.77,1.4,77.1,0.29,24.02380867,29.5,Male,-1
19.3,35,1.01,1.3,51.5,0.02,24.16456205,15.5,Male,0
25.3,35,0.75,1.1,50.8,0.11,25.30617306,29.9,Male,1
24.7,35,0.81,1.3,52.1,0.09,28.49930378,30.9,Male,0
20.6,45,0.92,1.1,85.7,0.03,26.14733748,18.5,Male,1
29.4,25,0.48,1.4,59.2,0.05,17.92113948,30.8,Female,0
25.5,25,1.1,1.2,42.2,0.05,21.03725347,15.5,Male,0
30.9,45,0.42,1.2,70.7,0.42,32.03125,30.9,Female,2.5
23.2,25,1.01,1.1,31.5,0.05,18.34323195,21.3,Male,0
26.4,25,0.57,1.1,61.6,0.41,25.390625,38.1,Female,-1
27.8,45,0.62,1.3,69.4,0.3,25.35154137,30.8,Male,0
26.3,35,0.55,1.3,52.5,0.01,24.85497811,21.3,Male,1
24.3,25,0.9,1.1,67.3,0.08,25.833385,30.8,Female,-1
23.6,55,0.93,1.1,32.5,0.05,28.21869489,21.3,Female,0
25.8,45,0.96,1.1,42.6,0.07,24.97227217,15.5,Female,1
17.8,55,1.33,1.1,36.9,0.04,21.875,8.5,Female,0
27.9,35,0.84,1.1,46.6,0.6,24.04086441,29.9,Male,0
25.4,45,0.64,1.1,71.2,0.19,25.14644451,30.8,Male,0
21.9,35,0.88,1.4,79.3,0.11,17.65281308,18.5,Female,0
35.3,55,0.42,1.3,45.2,0.34,25.390625,30.9,Female,3
28.8,55,0.67,1.4,82,0.5,29.54813427,29.5,Male,-1
26.2,55,0.68,1.1,45.4,0.05,22.1718317,29.9,Female,0
18.7,25,1.4,1.3,50.1,0.03,21.36009706,15.5,Female,-1
20.4,45,0.7,1.4,85,0.01,23.84695217,18.5,Female,0
26.1,45,0.69,1.1,69.7,0.05,22.12097723,30.8,Male,0
25,25,0.59,1,64.4,0.09,20.54441979,30.8,Female,0
25.9,45,0.88,1.4,42.6,0.02,22.31572131,18.5,Male,0
28.9,25,0.69,1.4,76.5,0.72,18.1551631,38.1,Male,0
24,25,0.74,1.3,51.8,0.08,24.85497811,30.9,Male,0
35.7,65,0.74,1.1,46.4,0.62,16.92152545,29.5,Male,2
24.8,35,1.18,1.1,41.2,0.06,23.87511478,15.5,Male,-2
26.3,35,0.57,1.3,68.1,0.07,23.75592908,30.8,Female,0
25,25,0.78,1.1,67.8,0.05,25.90945695,30.8,Male,-1
25.7,25,0.58,1.1,74.2,0.27,21.27814907,38.1,Female,0
25.7,35,0.46,1.1,43.6,0.01,19.93609059,18.5,Male,1
25.6,35,0.7,1.3,61.1,0.28,22.45356262,30.8,Male,-1
19.9,45,1.9,1.3,18.4,0.06,23.4375,8.5,Female,-1
21.8,25,0.58,1.3,80.4,0.01,18.22318125,18.5,Male,-1
16.6,45,1.54,1.4,55.8,0.11,32.04014559,15.5,Male,0
23.6,35,0.74,1.1,46.6,0.13,26.47627952,29.5,Male,0
33.9,55,0.53,1,52.8,0.22,32.24993701,29.5,Male,2
29.7,45,0.58,1.1,74.8,0.5,23.58832922,29.5,Male,0
27.6,55,0.84,1.6,33.3,0.12,22.01187834,18.5,Male,1
22.5,45,0.88,1.2,29.7,0.13,26.20307382,21.3,Male,-1
23.1,45,0.94,1.1,74,0.02,19.53125,18.5,Male,0
23.1,35,0.64,1.1,53.8,0.16,24.85497811,29.5,Male,0
21.8,55,0.67,1.1,82.9,0,26.73144895,18.5,Female,-1
34.7,45,0.64,1.1,37.2,0.36,22.78410353,29.5,Male,2
28.6,25,0.66,1.1,66.2,0.5,17.60950267,30.8,Female,1
21.2,55,0.67,1,80.5,0.01,25.38228817,18.5,Male,0
30.7,45,0.59,1.6,73.6,1.12,23.13472895,30.9,Male,0
28.8,55,0.63,1.3,58.9,0.4,17.22225667,30.8,Female,1
24.1,35,0.74,1.2,54.7,0.12,30.17573341,30.9,Male,-1
26,55,0.68,1.3,70.9,0.03,23.4375,30.8,Female,1
22.3,55,0.84,1,79.9,0.02,21.53310145,18.5,Male,0
23.6,25,0.68,1.1,47.1,0.04,29.09246633,30.9,Male,0
24.8,35,0.74,1.2,53.5,0.14,29.50516156,30.9,Male,0
25.9,35,0.77,1.3,51.8,0.08,22.42810191,18.5,Male,0
24.4,35,0.64,1.1,44.5,0.11,20.17755515,29.5,Male,-1
25,45,0.66,1.1,28.4,0.1,31.18349432,21.3,Male,1
23.8,25,0.59,1.4,43.4,0.12,18.91162823,30.8,Female,0
23.3,45,0.62,1.8,76,0.04,32.50811348,18.5,Female,0
25.9,25,0.8,1,64.7,0.1,24.92011324,30.8,Male,-2
20.8,45,0.84,1.3,84,0.09,26.58101825,18.5,Male,0
25,45,0.63,1.1,44.3,0.07,20.96245906,18.5,Female,0
24.8,35,0.89,1.1,38.8,0.13,21.40289781,15.5,Male,1
23.1,45,1.06,1,26.6,0.03,17.8977673,21.3,Male,0
33.1,45,0.65,1.2,52.7,0.49,24.5851167,29.5,Male,2
23.9,25,0.53,1.1,52.4,0.08,20.42455849,30.9,Female,-1
24.2,55,0.54,1.1,47.9,0.05,25.68052473,18.5,Male,0
23.6,25,0.64,1.5,65.1,0.13,24.05693475,38.1,Male,0
22.4,45,0.92,1.7,78.9,0.03,19.53125,18.5,Male,0
24.9,25,0.65,1.4,65.1,0.1,24.16456205,30.8,Male,0
25.6,25,0.74,1.9,47.9,0.06,30.42184965,29.5,Male,2
25,35,0.55,1.4,64.3,0.09,22.81949008,30.8,Female,-1
23.4,25,0.58,1.1,49.6,0.07,20.64809382,30.9,Female,0
35.9,55,0.52,1.1,51.4,0.52,17.60950267,30.9,Male,3
24.4,25,0.75,1.1,51.6,0.04,24.44180209,30.9,Male,-1
27.9,35,0.59,1.3,59.8,0.08,27.23274465,30.8,Male,0
25.4,25,0.57,1.3,62.7,0.57,23.45041901,30.8,Female,-1
21.9,55,1.02,1.7,77.5,0.02,22.77897657,18.5,Male,0
19.1,45,1.46,1.1,52.7,0.04,24.17269977,15.5,Male,-1
32.9,45,0.49,1.4,56.2,0.52,22.03856749,29.5,Male,2
25.7,25,0.82,1.4,63.3,0.22,24.14058673,30.8,Male,0
25,25,0.64,1.1,63.7,0.36,24.9898459,30.8,Male,0
29.7,45,0.63,1.3,57.5,0.04,27.76812618,30.8,Female,3
25.7,35,0.62,1.3,70,0.05,24.33747972,38.1,Male,-1
29.6,35,0.42,1.1,74.8,0.48,20.04632592,29.5,Female,0
25.3,35,0.53,1.3,62.7,0.1,22.54657648,30.9,Female,-0.5
25.8,25,0.74,1.6,59,0.14,24.85497811,30.8,Male,0
20.8,45,0.92,1.1,80,0.02,23.14010515,18.5,Male,0
22.9,35,0.64,1.1,54.8,0.15,26.03311608,29.5,Male,-3
24.6,35,0.75,1.4,54,0.02,28.16401785,29.9,Male,0
26.1,35,0.74,1.1,58.1,0.2,22.79944302,29.5,Male,-1
22.3,45,0.64,1.1,77.1,0.07,28.125,18.5,Male,0
25.5,45,0.69,1.1,52.3,0.03,19.43058811,18.5,Male,1
23.1,25,0.57,1.4,65.3,0.14,22.69395388,38.1,Female,0
17.4,55,0.93,1.1,55.8,0.05,27.61664234,15.5,Male,-3
29.6,25,0.67,1.4,76.8,0.47,19.37503875,29.5,Male,-1
33.5,45,0.75,1.1,57.6,0.62,24.69135802,38.1,Male,3
29.5,55,0.67,1.1,78,0.39,21.76870748,29.5,Male,-1
28.6,45,0.49,1.1,83,0.42,23.07218644,29.5,Male,2
23.6,25,0.7,1.1,43.4,0.13,24.04934359,30.8,Male,0
17.8,25,1.45,1.1,56.8,0.09,19.80559517,15.5,Female,0
25.2,35,0.63,1.1,44.6,0.01,24.20811,18.5,Female,1
25.3,25,0.57,1.4,62.4,0.19,24.5851167,38.1,Female,0
23.8,35,0.61,1.1,63.2,0.21,27.34375,30.9,Female,-1
24.1,35,0.61,1.3,55.4,0.14,25.00624114,30.9,Female,0
19.7,45,1.72,1.4,31,0.01,23.4375,8.5,Male,0
21.8,55,1.63,1.1,28.4,0.02,23.13472895,8.5,Male,0
25.6,35,0.63,1.1,74.8,0.05,22.77897657,38.1,Male,0
27.2,25,0.64,1.1,48.5,0.11,26.87867813,29.5,Male,-1
28.4,45,0.9,1.2,66.1,0.34,23.87511478,30.8,Male,0
28.6,45,0.55,1.3,59.4,0.14,20.71248176,30.9,Male,0
30.9,45,0.42,1.1,69.7,0.86,24.21875,29.5,Female,0
26.9,25,0.74,1.6,66.1,0.19,26.23581022,38.1,Male,0
34.6,55,0.7,1.3,47.9,0.74,24.56411162,30.9,Male,3
25.3,25,0.58,1.4,74.5,0.25,25.833385,38.1,Female,-1
21.9,45,0.74,1.1,80.8,0,33.75154679,18.5,Male,0
32.9,45,0.7,1.1,56.1,0.74,24.6092588,29.5,Male,2
25.8,25,0.57,1.1,63.9,0.15,24.57993082,38.1,Female,-1
30,55,0.65,1.6,66.9,0.16,26.20307382,29.5,Male,-1.5
24.3,35,0.74,1.9,53.8,0.06,26.82287414,30.9,Male,1
24.6,25,0.53,1.5,65.9,0.13,20.80279105,30.8,Female,-1
31.4,35,0.74,1.4,72.6,0.61,23.4375,29.5,Male,0
29.7,35,0.8,1.4,74.5,0.59,23.81935402,29.5,Male,0
25.3,35,0.7,1.8,64.4,0.05,20.11715561,30.8,Male,0
27.8,25,0.58,1.1,57.4,0.29,24.33747972,38.1,Male,0
25.8,35,0.63,1.3,65.5,0.31,24.54171575,30.8,Female,0
24.6,35,0.63,1.1,53.9,0.26,20.17755515,29.9,Female,-1
24.3,45,0.49,1.1,44.9,0.06,23.30668005,21.3,Male,-1
24.8,35,0.64,1.4,59.2,0.06,22.69395388,29.5,Male,-0.5
24.4,35,0.58,1.2,76.5,0.1,27.34375,38.1,Female,-1
27.9,25,0.94,1.1,48.4,0.07,23.91456998,29.9,Male,1
19.3,55,1.72,1.1,31.9,0.04,26.41425401,8.5,Male,0
34.8,45,0.79,1.4,35.7,0.53,22.65625,29.5,Male,3
26.4,25,0.55,1.1,47,0.07,22.22222222,21.3,Male,0
27.3,45,0.87,1.3,72.2,0.47,26.171875,30.8,Female,-1
25.9,25,0.93,1.4,50.5,0.08,22.69395388,29.9,Female,0
24.9,55,0.52,1.4,45.5,0.04,20.04632592,18.5,Male,0
28.6,25,0.55,1.1,74.7,0.58,20.51913409,38.1,Male,0
22.8,45,1.13,1.5,45.1,0.03,25.83972174,15.5,Male,-0.5
26.4,25,0.52,1.2,52.9,0.06,18.1551631,21.3,Female,0
25.9,35,0.57,1.1,44.4,0.15,30.74386314,29.9,Female,0
26,25,0.6,1.1,48.8,0.1,21.93748875,29.9,Female,-1
28.9,55,0.67,1.1,60.7,0.32,24.40604632,30.8,Male,0
24.9,35,1.32,1.4,42.9,0.09,23.49610677,15.5,Male,0
24.9,25,0.67,1.1,76.8,0.19,20.0220657,38.1,Male,0
23.3,35,0.69,1.3,56,0.05,22.41990936,30.9,Male,-1
33.7,55,0.79,1.1,47.7,0.47,22.71884148,29.5,Male,3
26.7,25,0.59,1.3,65,0.5,24.5851167,30.8,Female,0
23.8,25,0.6,1.2,55.5,0.1,20.00499291,30.9,Female,-1
26.7,45,0.76,1.1,39.7,0.03,26.03311608,18.5,Male,0
26.3,25,0.53,1.4,67.8,0.1,17.92113948,30.8,Female,0
24.7,35,0.53,1.1,65.4,0.13,24.57993082,30.8,Female,1
24.9,25,0.87,1.1,52.6,0.31,29.16987563,29.9,Male,0
25.2,25,0.7,1.4,63.6,0.46,35.91836735,30.8,Male,0
34.3,55,0.78,1.1,49,0.71,20.02669336,30.9,Female,1
28.6,45,0.52,1.1,61.7,0.31,17.43486819,30.8,Male,1
25.5,55,0.84,1.5,43.3,0.03,22.45594866,18.5,Male,0
27.9,25,0.55,1.3,70.3,0.35,25.14644451,30.8,Male,0
24.2,55,0.64,1.1,40.2,0.09,29.49677126,18.5,Male,0
35.6,45,0.52,1.4,35.1,1.14,23.50780533,38.1,Male,0
26.3,25,0.7,1.6,63.4,0.3,23.4793369,30.8,Male,0
21.4,45,1.87,1.1,22.9,0.05,24.5851167,8.5,Male,0
25.7,25,0.64,1.4,70.1,0.07,25.01352082,38.1,Male,-1
24.2,45,0.85,1.1,31.4,0.13,25.76298058,21.3,Male,0
26.4,25,0.64,1.3,60.1,0.23,23.10439052,38.1,Male,-1
26.1,25,0.79,1.3,64.6,0.03,25.48173044,30.8,Male,0
26.6,25,0.63,1.1,66.9,0.19,23.046875,38.1,Female,-2
25.6,35,0.7,1.1,48.4,0.15,19.07696123,29.5,Male,-2
23.4,25,0.57,1.3,43.2,0,17.96875,18.5,Female,0
24.4,35,1.09,1.4,43.2,0.05,27.09925101,15.5,Male,1
30.5,45,0.61,1.1,73.3,0.28,28.1241278,29.5,Male,1
21,55,0.87,1.7,83.1,0.02,21.79358524,18.5,Male,0
25.6,25,0.68,1.1,63.8,0.24,17.78324955,30.8,Male,1
22.3,55,0.74,1.5,79.7,0.02,25.14644451,18.5,Male,0
25.5,35,1.06,1.2,46.3,0.03,22.14833292,21.3,Male,1
25,35,1.15,1.3,32.1,0.14,21.09375,21.3,Female,-1
28.2,55,0.52,1.1,64.3,1.77,26.81359045,38.1,Male,-1
35.1,55,0.67,1.2,35.7,0.39,22.0721003,38.1,Male,1
22.9,55,0.92,1.3,32.2,0.03,33.38573304,21.3,Female,-1
25.3,25,1.12,1.3,42.6,0.08,19.43058811,15.5,Male,1
22.9,45,0.82,1.1,76.4,0,20.24493845,18.5,Male,0
24.2,25,0.74,1.1,50.8,0.02,22.42810191,30.9,Male,0
23.6,35,0.85,1.4,32.6,0.04,25.42911634,21.3,Male,-1
26.8,55,0.64,1.3,64.7,0.16,28.48012941,30.8,Male,-1
24,25,0.55,1.3,79.9,0.13,17.92113948,38.1,Female,0
25.4,45,0.81,1.1,27.7,0.08,23.47414599,21.3,Male,0
27.3,25,0.71,1.3,61.2,0.16,17.80008088,30.8,Female,1
25,35,0.73,1.1,54.7,0.15,27.51484793,30.9,Male,-1
25.1,55,1.08,1.1,29,0.13,20.3125,21.3,Female,0
30.4,45,0.43,1.1,72.9,0.7,23.4793369,29.5,Male,0
29,45,0.67,1.4,81.5,0.22,28.1241278,29.5,Male,-1
26,25,0.57,1.4,65,0.1,20.4217636,30.8,Female,0
24.6,35,0.7,1.2,58.1,0.02,32.04014559,29.5,Male,-1
24.6,25,0.73,1.3,78.1,0.24,25.48173044,38.1,Male,-2
23.8,25,0.58,1.4,53.8,0.19,21.79358524,29.5,Male,0
25.3,55,0.68,1.1,44.8,0.06,19.921875,18.5,Female,0
21.2,45,0.67,1.1,81,0.01,24.99370118,18.5,Female,-1
30.8,55,0.49,1.2,69.5,0.46,31.18349432,29.5,Female,1
25.3,55,0.55,1.1,42.1,0.02,20.04632592,18.5,Male,1
23.4,35,0.63,1.1,53.7,0.26,27.81557067,29.5,Female,0
18.6,25,1.45,1.1,54.6,0.1,19.140625,15.5,Female,0
24.4,45,0.7,1.4,25,0.02,21.76870748,21.3,Male,0
25.8,25,0.53,1.1,71.7,0.03,18.64534404,38.1,Female,-2
23,25,0.7,1.4,48.5,0.05,22.01187834,30.8,Male,0
26.1,35,0.53,1.2,64.7,0.08,21.25530497,30.9,Female,0
22.8,35,0.94,1.2,38.9,0.06,24.21875,15.5,Female,0
25.2,25,0.7,1.5,65.4,0.11,20.11715561,30.8,Male,0
24.3,25,0.75,1.1,40.9,0.04,23.78432855,15.5,Female,0
25.6,25,0.82,2.1,61.8,0.25,30.26472338,30.8,Male,0
25.9,25,0.6,1.1,65.3,0.49,19.07696123,38.1,Female,-1
20.2,45,1.45,1.1,32.2,0.02,20.666708,8.5,Female,3
24.5,35,0.59,1.2,65.3,0.21,25.68052473,30.8,Female,0
19.6,55,1.79,1.1,21.7,0.15,26.70012133,8.5,Male,-1
23.6,45,0.64,1.1,56.9,0.12,22.69395388,18.5,Male,1
23.4,35,0.74,1.1,51.9,0.11,24.57993082,30.9,Male,-1
21.9,55,0.73,1.1,77.9,0.07,26.69449783,18.5,Female,0
19,55,1.81,1.1,53.2,0.04,20.703125,15.5,Male,0
21.8,45,0.92,1.4,76.6,0.02,24.609375,18.5,Female,0
24.3,25,0.64,1.1,67.8,0.09,19.22408735,30.8,Male,1
26.8,45,0.55,1.3,31.3,0.01,31.44368859,18.5,Male,0
23.8,25,1.13,1.4,43.5,0.11,22.1718317,15.5,Female,0
21.5,35,0.76,1.1,83.1,0.01,23.38120433,18.5,Female,0
29.1,45,0.63,1.4,76.1,0.64,27.34375,38.1,Female,0
18.2,45,1.2,1.2,26.2,0.04,19.80559517,8.5,Female,-1
